sku,price,memberships,productClass,taxClass,enabled,weight,shippable,images,imagesAlt,arrivalDate,date,updateDate,categories,inventoryTrackingEnabled,stockLevel,lowLimitEnabled,lowLimitLevel,cleanURL,useSeparateBox,boxWidth,boxLength,boxHeight,itemsPerBox,metaDescType,name_en,description_en,briefDescription_en,metaTags_en,metaDesc_en,metaTitle_en,Size (field:product),Style (field:product),Embroidery (field:product),Color (field:product),Lost Car Logo On Sleeve (Free) (field:product),Quantity (field:product),Sleeve Length (field:product),Neck Size (field:product),Display type (field:class >>> Display),Graphic (field:class >>> Specifications),"Storage, GB (field:class >>> Specifications)","Memory, GB (field:class >>> Specifications)",CPU (field:class >>> Specifications),LTE (field:class >>> Cellular and Wireless),GLONASS (field:class >>> Cellular and Wireless),GPS (field:class >>> Cellular and Wireless),"Dimension, inches (field:class >>> Display)",Resolution (field:class >>> Display),"Weight, kg (field:class >>> Size and Weight)","Depth, inches (field:class >>> Size and Weight)","Width, inches (field:class >>> Size and Weight)","Height, inches (field:class >>> Size and Weight)",Battery type (field:class >>> Battery),Bluetooth (field:class >>> Cellular and Wireless),Wi-Fi (field:class >>> Cellular and Wireless),CDMA model (field:class >>> Cellular and Wireless),"Height, inches (field:class >>> Size & weight)_en",Standby time (field:class >>> Power and Battery)_en,Talk time (field:class >>> Power and Battery)_en,Battery type (field:class >>> Power and Battery),"Capacity, GB (field:class)",Sleeve (field:class),"Width, inches (field:class >>> Size & weight)_en","Depth, inches (field:class >>> Size & weight)_en",GSM model (field:class >>> Cellular and Wireless),Color (field:class),SIM card (field:class),Audio playback (field:class >>> Power and Battery)_en,Video playback (field:class >>> Power and Battery)_en,Chip (field:class),"Weight, grams (field:class >>> Size & weight)_en",Size (field:class),Size (field:global),openGraphMeta,useCustomOpenGraphMeta,sale,freeShipping,freightFixedFee,variantSKU,variantPrice,variantQuantity,variantWeight,variantImage,variantImageAlt,relatedProducts,!GENERATE_THUMBNAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,!GENERATE_THUMBNAIL
111-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,5,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,2,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-011,105,,,,Yes,2,Yes,images/product/FullSizeRender (15)_1.jpg,,"Mon, 20 Jun 2016 17:31:01 +0000","Wed, 08 Apr 2015 23:34:49 +0000","Sat, 10 Dec 2016 00:35:26 +0000",Men's Chef Coats,Yes,1000,No,10,frank-long-sleeve.html,No,0,0,0,1,A,Frank Long Sleeve,,"<p><span style=""font-family:arial, helvetica, sans-serif;"">The Frank Long Sleeve is so legit! It's made with an extremely lightweight cotton and spandex, so even though it's long sleeve, it'll keep you cool and protected in the kitchen. Don't forget about all of the Lost Car awesomeness- pen and marker pockets in front for easy access, and our signature apron magnet on the back of your neck to keep that pesky thing from bothering you all shift. </span></p>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">2 way stretch cotton</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">97% cotton 3% spandex</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Double-breasted</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">No-fuss neodymium magnetic back apron tab</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Top stitched with a contrasting light gray</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Inset double chest pocket</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">12 cloth covered buttons</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Spread collar</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Long-sleeve to roll-up button tabs</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Longer, curved hemline</span></li>
</ul><h3><span style=""font-family:arial, helvetica, sans-serif;color:#008000;"">Use &amp; Care</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;color:#000000;"">Machine-wash cold, gentle cycle</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;color:#000000;"">LIne dry only, DO NOT USE DRYER (shrinkage will occur)</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;color:#000000;"">Due to the 3% spandex in the fabric, please use caution when laundering. Care instructions must be followed in order to maintain the integrity of the product. No refunds or exchanges will be made from the disregard of these instructions.</span></li>
</ul><h3><span style=""font-family:arial, helvetica, sans-serif;color:#008000;"">Dimensions</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Available in sizes S-4XL</span></li>
</ul><ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Note: This products sizing runs slightly larger.  Please reference the size chart before purchase.</span></li>
</ul><p> </p>
<p><span style=""font-family:arial, helvetica, sans-serif;""><a id=""size_chart"" class=""regular-main-button"" href=""#chart_info"">Size Chart</a></span></p>
<p><span style=""font-family:arial, helvetica, sans-serif;""><a href=""/images/filemanager/uploads/thread%20colors%201.jpg"" target=""_blank"">Embroidery Thread Colors</a></span></p>
<p><span style=""font-family:arial, helvetica, sans-serif;""><a href=""/images/filemanager/uploads/font%20list%20final.jpg"" target=""_blank"">Font List</a></span></p>
<div id=""chart_info"" style=""width:800px;display:none;""><img src=""/images/White-Male.jpg"" alt=""Chart"" /></div>",,"The Frank Long Sleeve is so legit! It's made with an extremely lightweight cotton and spandex, so even though it's long sleeve, it'll keep you cool and protected in the kitchen. Don't forget about all of the Lost Car awesomeness- pen and marker pockets in front for easy access, and our signature apron magnet on the back of your neck to keep that pesky thing from bothering you all shift. 
2 way stretch cotton
97% cotton 3% spandex
Double-breasted
No-fuss neodymium magnetic back apron tab
Top stitched with a contrasting light gray
Inset double chest pocket
12 cloth covered buttons
Spread collar
Long-sleeve to roll-up button tabs
Longer, curved hemline
Use &amp; Care
Machine-wash cold, gentle cycle
LIne dry only, DO NOT USE DRYER (shrinkage will occur)
Due to the 3% spandex in the fabric, please use caution when laundering. Care instructions must be followed in order to maintain the integrity of the product. No refunds or exchanges will be made from the disregard of these instructions.
Dimensions
Available in sizes S-4XL
Note: This products sizing runs slightly larger.  Please reference the size chart before purchase.
 
Size Chart
Embroidery Thread Colors
Font List
",,S,,Yes&&No=default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,1,,,,112359&&111-007&&111-009&&111-006&&111-029&&111-018,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
112622,40,,,,Yes,1,Yes,images/product/IMG_8951.jpg&&images/product/IMG_8953.jpg&&images/product/IMG_8846.jpg,,"Tue, 28 Jun 2016 17:42:22 +0000","Fri, 16 Oct 2015 23:35:11 +0000","Fri, 17 Feb 2017 19:54:11 +0000",Aprons,Yes,141,No,10,beluga-half-bistro.html,No,0,0,0,1,A,Beluga Half Bistro,,"<div class=""brief-descr product-description"">
<p><span style=""font-family:arial, helvetica, sans-serif;"">The Beluga is a beautiful as a jar of your best caviar. All black denim gives you the look of a classic bistro, yet gives you the style that only denim AND Lost Car can. Two front pockets, with layered inset pen and cell phone pockets gives you plenty of space for the goods you need to get you through a long shift. </span></p>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">100% Japanese Denim</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Color: Black</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Black stitch throughout</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Black denim straps</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">2 front full size pockets</span>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">4 additional inset pen pockets</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">1 additional inset cell phone pocket</span></li>
</ul></li>
</ul><h3><span style=""font-family:arial, helvetica, sans-serif;"">Dimensions</span></h3>
<p><span style=""font-family:arial, helvetica, sans-serif;"">Available in Regular Size: 25”L X 30”W</span></p>
<h3><span style=""font-family:arial, helvetica, sans-serif;"">Use &amp; Care</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Machine-wash cold, gentle cycle</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Hang Dry</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Warm iron as needed</span></li>
</ul><p> </p>
</div>",,"The Beluga is a beautiful as a jar of your best caviar. All black denim gives you the look of a classic bistro, yet gives you the style that only denim AND Lost Car can. Two front pockets, with layered inset pen and cell phone pockets gives you plenty of space for the goods you need to get you through a long shift. 
100% Japanese Denim
Color: Black
Black stitch throughout
Black denim straps
2 front full size pockets
4 additional inset pen pockets
1 additional inset cell phone pocket

Dimensions
Available in Regular Size: 25”L X 30”W
Use &amp; Care
Machine-wash cold, gentle cycle
Hang Dry
Warm iron as needed
 
",,Regular,,Yes&&No=default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,,,,,321 030 11&&TR304W&&TC413W&&TC413&&411-004&&411-002&&411-003&&411-005,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-012,110,,,,Yes,2,Yes,images/product/IMG_8233.jpg,,"Sun, 24 Jul 2016 17:36:17 +0000","Wed, 08 Apr 2015 23:39:35 +0000","Fri, 17 Mar 2017 18:39:42 +0000",Men's Chef Coats,Yes,1000,No,10,miello.html,No,0,0,0,1,A,Miello,,"<p><span style=""font-family:arial, helvetica, sans-serif;"">Have you ever seen anything so dope in navy blue?! No you say? Well we give you the Miello. This super lightweight chambray coat may be long sleeve, but it is extremely soft and airy. You'll fall in love and make this your favorite coat the second you put it on. It has our hidden pen and thermometer pockets at chest level- right where you need them to be. No more fussing with your sleeve, or trying to get that apron to stay on your neck. We thought of that too, and gave your an apron magnet to hold that sucker in place. Boo-yah! </span></p>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Lightweight blue chambray</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">97% cotton 3% spandex</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Double-breasted</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Spread collar</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Contrasting black roll-up cuffs</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Contrasting black fabric around collar</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Inset double chest pocket</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">No-fuss neodymium magnetic back apron tab</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Longer, curved hemline</span></li>
</ul><h3><span style=""font-family:arial, helvetica, sans-serif;color:#339966;"">Use &amp; Care</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Machine-wash cold</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Line dry</span></li>
</ul><h3><span style=""font-family:arial, helvetica, sans-serif;color:#339966;"">Dimensions</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Available in sizes XS-3XL</span></li>
</ul><p> </p>
<p><a id=""size_chart"" class=""regular-main-button"" href=""#chart_info"">Size Chart</a></p>
<p><a href=""/images/filemanager/uploads/thread%20colors%201.jpg"">Embroidery Thread Colors</a></p>
<p><a href=""/images/filemanager/uploads/font%20list%20final.jpg"" target=""_blank"">Font List</a></p>
<div id=""chart_info"" style=""width:800px;display:none;""><img src=""/images/DenimGrey-Male.jpg"" alt=""Chart"" /></div>",,"Have you ever seen anything so dope in navy blue?! No you say? Well we give you the Miello. This super lightweight chambray coat may be long sleeve, but it is extremely soft and airy. You'll fall in love and make this your favorite coat the second you put it on. It has our hidden pen and thermometer pockets at chest level- right where you need them to be. No more fussing with your sleeve, or trying to get that apron to stay on your neck. We thought of that too, and gave your an apron magnet to hold that sucker in place. Boo-yah! 
Lightweight blue chambray
97% cotton 3% spandex
Double-breasted
Spread collar
Contrasting black roll-up cuffs
Contrasting black fabric around collar
Inset double chest pocket
No-fuss neodymium magnetic back apron tab
Longer, curved hemline
Use &amp; Care
Machine-wash cold
Line dry
Dimensions
Available in sizes XS-3XL
 
Size Chart
",,XS,,Yes&&No=default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,7,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,5,113,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,20,116,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
9247,26.5,,,,Yes,0.5,Yes,images/product/burnside.png&&images/product/burn1.png&&images/product/burn_blue.png&&images/product/burn_red.png,,"Fri, 12 Aug 2016 10:11:59 +0000","Thu, 25 Feb 2016 05:34:20 +0000","Wed, 01 Feb 2017 23:34:24 +0000",Front of House,Yes,994,No,10,burnside-men-s-textured-solid-short-sleeve-shirt.html,No,0,0,0,1,A,Burnside Men's Textured Solid Short Sleeve Shirt,,"<p><span style=""font-family:arial, helvetica, sans-serif;"">Get your servers looking right in this lightweight, fashionable shirt. Comes in 3 colors to perfectly fit the decor of your restaurant. </span></p>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">3.3 oz. fabric</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">65% cotton 35% polyester</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Two chest pockets with button-down flap closure</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Stitched yoke</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Contrast inside collar</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Hemmed sleeves and bottom</span></li>
</ul><h3><span style=""font-family:arial, helvetica, sans-serif;color:#339966;"">Dimensions</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Available in sizes S-3XL</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;""><a href=""/images/filemanager/uploads/burnmen.png"">Sizing Chart</a></span></li>
</ul><h3><span style=""color:#339966;font-family:arial, helvetica, sans-serif;""> Please note: if you'd like to have product embroidered, please contact us directly- <a style=""color:#339966;"" href=""mailto:info@lostcarchef.com"">info@lostcarchef.com</a> or (657) 215-2437</span></h3>
<p> </p>",,"Get your servers looking right in this lightweight, fashionable shirt. Comes in 3 colors to perfectly fit the decor of your restaurant. 
3.3 oz. fabric
65% cotton 35% polyester
Two chest pockets with button-down flap closure
Stitched yoke
Contrast inside collar
Hemmed sleeves and bottom
Dimensions
Available in sizes S-3XL
Sizing Chart
 
 ",,S&&M&&L&&XL&&2XL=$+2.5&&3XL=$+2.5,,,Black=default&&Blue&&Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,,,,,5247,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
